# vi: sw=20 ts=20
X:$0,0,24,S	24-bit servo cycle counter
Y:$3441,14,1	MACRO IC 0 Node 1 amplifier enable flag
Y:$3441,0,24	MACRO IC 0 Node 1 flag command register
X:$3441,0,24	MACRO IC 0 Node 1 flag status register
X:$3441,16,1	MACRO IC 0 Node 1 home flag
X:$3441,18,1	MACRO IC 0 Node 1 negative limit flag
X:$3441,15,1	MACRO IC 0 Node 1 node/amplifier fault flag
X:$3441,17,1	MACRO IC 0 Node 1 positive limit flag
X:$3441,20,4	MACRO IC 0 Node 1 TUVW flags
X:$3441,19,1	MACRO IC 0 Node 1 user flag
Y:$344C,14,1	MACRO IC 0 Node 12 amplifier enable flag
Y:$344C,0,24	MACRO IC 0 Node 12 flag command register
X:$344C,0,24	MACRO IC 0 Node 12 flag status register
X:$344C,16,1	MACRO IC 0 Node 12 home flag
X:$344C,18,1	MACRO IC 0 Node 12 negative limit flag
X:$344C,15,1	MACRO IC 0 Node 12 node/amplifier fault flag
X:$344C,17,1	MACRO IC 0 Node 12 positive limit flag
X:$344C,20,4	MACRO IC 0 Node 12 TUVW flags
X:$344C,19,1	MACRO IC 0 Node 12 user flag
Y:$344D,14,1	MACRO IC 0 Node 13 amplifier enable flag
Y:$344D,0,24	MACRO IC 0 Node 13 flag command register
X:$344D,0,24	MACRO IC 0 Node 13 flag status register
X:$344D,16,1	MACRO IC 0 Node 13 home flag
X:$344D,18,1	MACRO IC 0 Node 13 negative limit flag
X:$344D,15,1	MACRO IC 0 Node 13 node/amplifier fault flag
X:$344D,17,1	MACRO IC 0 Node 13 positive limit flag
X:$344D,20,4	MACRO IC 0 Node 13 TUVW flags
X:$344D,19,1	MACRO IC 0 Node 13 user flag
Y:$3444,14,1	MACRO IC 0 Node 4 amplifier enable flag
Y:$3444,0,24	MACRO IC 0 Node 4 flag command register
X:$3444,0,24	MACRO IC 0 Node 4 flag status register
X:$3444,16,1	MACRO IC 0 Node 4 home flag
X:$3444,18,1	MACRO IC 0 Node 4 negative limit flag
X:$3444,15,1	MACRO IC 0 Node 4 node/amplifier fault flag
X:$3444,17,1	MACRO IC 0 Node 4 positive limit flag
X:$3444,20,4	MACRO IC 0 Node 4 TUVW flags
X:$3444,19,1	MACRO IC 0 Node 4 user flag
Y:$3445,14,1	MACRO IC 0 Node 5 amplifier enable flag
Y:$3445,0,24	MACRO IC 0 Node 5 flag command register
X:$3445,0,24	MACRO IC 0 Node 5 flag status register
X:$3445,16,1	MACRO IC 0 Node 5 home flag
X:$3445,18,1	MACRO IC 0 Node 5 negative limit flag
X:$3445,15,1	MACRO IC 0 Node 5 node/amplifier fault flag
X:$3445,17,1	MACRO IC 0 Node 5 positive limit flag
X:$3445,20,4	MACRO IC 0 Node 5 TUVW flags
X:$3445,19,1	MACRO IC 0 Node 5 user flag
Y:$3448,14,1	MACRO IC 0 Node 8 amplifier enable flag
Y:$3448,0,24	MACRO IC 0 Node 8 flag command register
X:$3448,0,24	MACRO IC 0 Node 8 flag status register
X:$3448,16,1	MACRO IC 0 Node 8 home flag
X:$3448,18,1	MACRO IC 0 Node 8 negative limit flag
X:$3448,15,1	MACRO IC 0 Node 8 node/amplifier fault flag
X:$3448,17,1	MACRO IC 0 Node 8 positive limit flag
X:$3448,20,4	MACRO IC 0 Node 8 TUVW flags
X:$3448,19,1	MACRO IC 0 Node 8 user flag
Y:$3449,14,1	MACRO IC 0 Node 9 amplifier enable flag
Y:$3449,0,24	MACRO IC 0 Node 9 flag command register
X:$3449,0,24	MACRO IC 0 Node 9 flag status register
X:$3449,16,1	MACRO IC 0 Node 9 home flag
X:$3449,18,1	MACRO IC 0 Node 9 negative limit flag
X:$3449,15,1	MACRO IC 0 Node 9 node/amplifier fault flag
X:$3449,17,1	MACRO IC 0 Node 9 positive limit flag
X:$3449,20,4	MACRO IC 0 Node 9 TUVW flags
X:$3449,19,1	MACRO IC 0 Node 9 user flag
Y:$3450,14,1	MACRO IC 1 Node 0 amplifier enable flag
Y:$3450,0,24	MACRO IC 1 Node 0 flag command register
X:$3450,0,24	MACRO IC 1 Node 0 flag status register
X:$3450,16,1	MACRO IC 1 Node 0 home flag
X:$3450,18,1	MACRO IC 1 Node 0 negative limit flag
X:$3450,15,1	MACRO IC 1 Node 0 node/amplifier fault flag
X:$3450,17,1	MACRO IC 1 Node 0 positive limit flag
X:$3450,20,4	MACRO IC 1 Node 0 TUVW flags
X:$3450,19,1	MACRO IC 1 Node 0 user flag
Y:$3451,14,1	MACRO IC 1 Node 1 amplifier enable flag
Y:$3451,0,24	MACRO IC 1 Node 1 flag command register
X:$3451,0,24	MACRO IC 1 Node 1 flag status register
X:$3451,16,1	MACRO IC 1 Node 1 home flag
X:$3451,18,1	MACRO IC 1 Node 1 negative limit flag
X:$3451,15,1	MACRO IC 1 Node 1 node/amplifier fault flag
X:$3451,17,1	MACRO IC 1 Node 1 positive limit flag
X:$3451,20,4	MACRO IC 1 Node 1 TUVW flags
X:$3451,19,1	MACRO IC 1 Node 1 user flag
Y:$345C,14,1	MACRO IC 1 Node 12 amplifier enable flag
Y:$345C,0,24	MACRO IC 1 Node 12 flag command register
X:$345C,0,24	MACRO IC 1 Node 12 flag status register
X:$345C,16,1	MACRO IC 1 Node 12 home flag
X:$345C,18,1	MACRO IC 1 Node 12 negative limit flag
X:$345C,15,1	MACRO IC 1 Node 12 node/amplifier fault flag
X:$345C,17,1	MACRO IC 1 Node 12 positive limit flag
X:$345C,20,4	MACRO IC 1 Node 12 TUVW flags
X:$345C,19,1	MACRO IC 1 Node 12 user flag
Y:$345D,14,1	MACRO IC 1 Node 13 amplifier enable flag
Y:$345D,0,24	MACRO IC 1 Node 13 flag command register
X:$345D,0,24	MACRO IC 1 Node 13 flag status register
X:$345D,16,1	MACRO IC 1 Node 13 home flag
X:$345D,18,1	MACRO IC 1 Node 13 negative limit flag
X:$345D,15,1	MACRO IC 1 Node 13 node/amplifier fault flag
X:$345D,17,1	MACRO IC 1 Node 13 positive limit flag
X:$345D,20,4	MACRO IC 1 Node 13 TUVW flags
X:$345D,19,1	MACRO IC 1 Node 13 user flag
Y:$3454,14,1	MACRO IC 1 Node 4 amplifier enable flag
Y:$3454,0,24	MACRO IC 1 Node 4 flag command register
X:$3454,0,24	MACRO IC 1 Node 4 flag status register
X:$3454,16,1	MACRO IC 1 Node 4 home flag
X:$3454,18,1	MACRO IC 1 Node 4 negative limit flag
X:$3454,15,1	MACRO IC 1 Node 4 node/amplifier fault flag
X:$3454,17,1	MACRO IC 1 Node 4 positive limit flag
X:$3454,20,4	MACRO IC 1 Node 4 TUVW flags
X:$3454,19,1	MACRO IC 1 Node 4 user flag
Y:$3455,14,1	MACRO IC 1 Node 5 amplifier enable flag
Y:$3455,0,24	MACRO IC 1 Node 5 flag command register
X:$3455,0,24	MACRO IC 1 Node 5 flag status register
X:$3455,16,1	MACRO IC 1 Node 5 home flag
X:$3455,18,1	MACRO IC 1 Node 5 negative limit flag
X:$3455,15,1	MACRO IC 1 Node 5 node/amplifier fault flag
X:$3455,17,1	MACRO IC 1 Node 5 positive limit flag
X:$3455,20,4	MACRO IC 1 Node 5 TUVW flags
X:$3455,19,1	MACRO IC 1 Node 5 user flag
Y:$3458,14,1	MACRO IC 1 Node 8 amplifier enable flag
Y:$3458,0,24	MACRO IC 1 Node 8 flag command register
X:$3458,0,24	MACRO IC 1 Node 8 flag status register
X:$3458,16,1	MACRO IC 1 Node 8 home flag
X:$3458,18,1	MACRO IC 1 Node 8 negative limit flag
X:$3458,15,1	MACRO IC 1 Node 8 node/amplifier fault flag
X:$3458,17,1	MACRO IC 1 Node 8 positive limit flag
X:$3458,20,4	MACRO IC 1 Node 8 TUVW flags
X:$3458,19,1	MACRO IC 1 Node 8 user flag
Y:$3459,14,1	MACRO IC 1 Node 9 amplifier enable flag
Y:$3459,0,24	MACRO IC 1 Node 9 flag command register
X:$3459,0,24	MACRO IC 1 Node 9 flag status register
X:$3459,16,1	MACRO IC 1 Node 9 home flag
X:$3459,18,1	MACRO IC 1 Node 9 negative limit flag
X:$3459,15,1	MACRO IC 1 Node 9 node/amplifier fault flag
X:$3459,17,1	MACRO IC 1 Node 9 positive limit flag
X:$3459,20,4	MACRO IC 1 Node 9 TUVW flags
X:$3459,19,1	MACRO IC 1 Node 9 user flag
Y:$3460,14,1	MACRO IC 2 Node 0 amplifier enable flag
Y:$3460,0,24	MACRO IC 2 Node 0 flag command register
X:$3460,0,24	MACRO IC 2 Node 0 flag status register
X:$3460,16,1	MACRO IC 2 Node 0 home flag
X:$3460,18,1	MACRO IC 2 Node 0 negative limit flag
X:$3460,15,1	MACRO IC 2 Node 0 node/amplifier fault flag
X:$3460,17,1	MACRO IC 2 Node 0 positive limit flag
X:$3460,20,4	MACRO IC 2 Node 0 TUVW flags
X:$3460,19,1	MACRO IC 2 Node 0 user flag
Y:$3461,14,1	MACRO IC 2 Node 1 amplifier enable flag
Y:$3461,0,24	MACRO IC 2 Node 1 flag command register
X:$3461,0,24	MACRO IC 2 Node 1 flag status register
X:$3461,16,1	MACRO IC 2 Node 1 home flag
X:$3461,18,1	MACRO IC 2 Node 1 negative limit flag
X:$3461,15,1	MACRO IC 2 Node 1 node/amplifier fault flag
X:$3461,17,1	MACRO IC 2 Node 1 positive limit flag
X:$3461,20,4	MACRO IC 2 Node 1 TUVW flags
X:$3461,19,1	MACRO IC 2 Node 1 user flag
Y:$346C,14,1	MACRO IC 2 Node 12 amplifier enable flag
Y:$346C,0,24	MACRO IC 2 Node 12 flag command register
X:$346C,0,24	MACRO IC 2 Node 12 flag status register
X:$346C,16,1	MACRO IC 2 Node 12 home flag
X:$346C,18,1	MACRO IC 2 Node 12 negative limit flag
X:$346C,15,1	MACRO IC 2 Node 12 node/amplifier fault flag
X:$346C,17,1	MACRO IC 2 Node 12 positive limit flag
X:$346C,20,4	MACRO IC 2 Node 12 TUVW flags
X:$346C,19,1	MACRO IC 2 Node 12 user flag
Y:$346D,14,1	MACRO IC 2 Node 13 amplifier enable flag
Y:$346D,0,24	MACRO IC 2 Node 13 flag command register
X:$346D,0,24	MACRO IC 2 Node 13 flag status register
X:$346D,16,1	MACRO IC 2 Node 13 home flag
X:$346D,18,1	MACRO IC 2 Node 13 negative limit flag
X:$346D,15,1	MACRO IC 2 Node 13 node/amplifier fault flag
X:$346D,17,1	MACRO IC 2 Node 13 positive limit flag
X:$346D,20,4	MACRO IC 2 Node 13 TUVW flags
X:$346D,19,1	MACRO IC 2 Node 13 user flag
Y:$3464,14,1	MACRO IC 2 Node 4 amplifier enable flag
Y:$3464,0,24	MACRO IC 2 Node 4 flag command register
X:$3464,0,24	MACRO IC 2 Node 4 flag status register
X:$3464,16,1	MACRO IC 2 Node 4 home flag
X:$3464,18,1	MACRO IC 2 Node 4 negative limit flag
X:$3464,15,1	MACRO IC 2 Node 4 node/amplifier fault flag
X:$3464,17,1	MACRO IC 2 Node 4 positive limit flag
X:$3464,20,4	MACRO IC 2 Node 4 TUVW flags
X:$3464,19,1	MACRO IC 2 Node 4 user flag
Y:$3465,14,1	MACRO IC 2 Node 5 amplifier enable flag
Y:$3465,0,24	MACRO IC 2 Node 5 flag command register
X:$3465,0,24	MACRO IC 2 Node 5 flag status register
X:$3465,16,1	MACRO IC 2 Node 5 home flag
X:$3465,18,1	MACRO IC 2 Node 5 negative limit flag
X:$3465,15,1	MACRO IC 2 Node 5 node/amplifier fault flag
X:$3465,17,1	MACRO IC 2 Node 5 positive limit flag
X:$3465,20,4	MACRO IC 2 Node 5 TUVW flags
X:$3465,19,1	MACRO IC 2 Node 5 user flag
Y:$3468,14,1	MACRO IC 2 Node 8 amplifier enable flag
Y:$3468,0,24	MACRO IC 2 Node 8 flag command register
X:$3468,0,24	MACRO IC 2 Node 8 flag status register
X:$3468,16,1	MACRO IC 2 Node 8 home flag
X:$3468,18,1	MACRO IC 2 Node 8 negative limit flag
X:$3468,15,1	MACRO IC 2 Node 8 node/amplifier fault flag
X:$3468,17,1	MACRO IC 2 Node 8 positive limit flag
X:$3468,20,4	MACRO IC 2 Node 8 TUVW flags
X:$3468,19,1	MACRO IC 2 Node 8 user flag
Y:$3469,14,1	MACRO IC 2 Node 9 amplifier enable flag
Y:$3469,0,24	MACRO IC 2 Node 9 flag command register
X:$3469,0,24	MACRO IC 2 Node 9 flag status register
X:$3469,16,1	MACRO IC 2 Node 9 home flag
X:$3469,18,1	MACRO IC 2 Node 9 negative limit flag
X:$3469,15,1	MACRO IC 2 Node 9 node/amplifier fault flag
X:$3469,17,1	MACRO IC 2 Node 9 positive limit flag
X:$3469,20,4	MACRO IC 2 Node 9 TUVW flags
X:$3469,19,1	MACRO IC 2 Node 9 user flag
Y:$3470,14,1	MACRO IC 3 Node 0 amplifier enable flag
Y:$3470,0,24	MACRO IC 3 Node 0 flag command register
X:$3470,0,24	MACRO IC 3 Node 0 flag status register
X:$3470,16,1	MACRO IC 3 Node 0 home flag
X:$3470,18,1	MACRO IC 3 Node 0 negative limit flag
X:$3470,15,1	MACRO IC 3 Node 0 node/amplifier fault flag
X:$3470,17,1	MACRO IC 3 Node 0 positive limit flag
X:$3470,20,4	MACRO IC 3 Node 0 TUVW flags
X:$3470,19,1	MACRO IC 3 Node 0 user flag
Y:$3471,14,1	MACRO IC 3 Node 1 amplifier enable flag
Y:$3471,0,24	MACRO IC 3 Node 1 flag command register
X:$3471,0,24	MACRO IC 3 Node 1 flag status register
X:$3471,16,1	MACRO IC 3 Node 1 home flag
X:$3471,18,1	MACRO IC 3 Node 1 negative limit flag
X:$3471,15,1	MACRO IC 3 Node 1 node/amplifier fault flag
X:$3471,17,1	MACRO IC 3 Node 1 positive limit flag
X:$3471,20,4	MACRO IC 3 Node 1 TUVW flags
X:$3471,19,1	MACRO IC 3 Node 1 user flag
Y:$347C,14,1	MACRO IC 3 Node 12 amplifier enable flag
Y:$347C,0,24	MACRO IC 3 Node 12 flag command register
X:$347C,0,24	MACRO IC 3 Node 12 flag status register
X:$347C,16,1	MACRO IC 3 Node 12 home flag
X:$347C,18,1	MACRO IC 3 Node 12 negative limit flag
X:$347C,15,1	MACRO IC 3 Node 12 node/amplifier fault flag
X:$347C,17,1	MACRO IC 3 Node 12 positive limit flag
X:$347C,20,4	MACRO IC 3 Node 12 TUVW flags
X:$347C,19,1	MACRO IC 3 Node 12 user flag
Y:$347D,14,1	MACRO IC 3 Node 13 amplifier enable flag
Y:$347D,0,24	MACRO IC 3 Node 13 flag command register
X:$347D,0,24	MACRO IC 3 Node 13 flag status register
X:$347D,16,1	MACRO IC 3 Node 13 home flag
X:$347D,18,1	MACRO IC 3 Node 13 negative limit flag
X:$347D,15,1	MACRO IC 3 Node 13 node/amplifier fault flag
X:$347D,17,1	MACRO IC 3 Node 13 positive limit flag
X:$347D,20,4	MACRO IC 3 Node 13 TUVW flags
X:$347D,19,1	MACRO IC 3 Node 13 user flag
Y:$3474,14,1	MACRO IC 3 Node 4 amplifier enable flag
Y:$3474,0,24	MACRO IC 3 Node 4 flag command register
X:$3474,0,24	MACRO IC 3 Node 4 flag status register
X:$3474,16,1	MACRO IC 3 Node 4 home flag
X:$3474,18,1	MACRO IC 3 Node 4 negative limit flag
X:$3474,15,1	MACRO IC 3 Node 4 node/amplifier fault flag
X:$3474,17,1	MACRO IC 3 Node 4 positive limit flag
X:$3474,20,4	MACRO IC 3 Node 4 TUVW flags
X:$3474,19,1	MACRO IC 3 Node 4 user flag
Y:$3475,14,1	MACRO IC 3 Node 5 amplifier enable flag
Y:$3475,0,24	MACRO IC 3 Node 5 flag command register
X:$3475,0,24	MACRO IC 3 Node 5 flag status register
X:$3475,16,1	MACRO IC 3 Node 5 home flag
X:$3475,18,1	MACRO IC 3 Node 5 negative limit flag
X:$3475,15,1	MACRO IC 3 Node 5 node/amplifier fault flag
X:$3475,17,1	MACRO IC 3 Node 5 positive limit flag
X:$3475,20,4	MACRO IC 3 Node 5 TUVW flags
X:$3475,19,1	MACRO IC 3 Node 5 user flag
Y:$3478,14,1	MACRO IC 3 Node 8 amplifier enable flag
Y:$3478,0,24	MACRO IC 3 Node 8 flag command register
X:$3478,0,24	MACRO IC 3 Node 8 flag status register
X:$3478,16,1	MACRO IC 3 Node 8 home flag
X:$3478,18,1	MACRO IC 3 Node 8 negative limit flag
X:$3478,15,1	MACRO IC 3 Node 8 node/amplifier fault flag
X:$3478,17,1	MACRO IC 3 Node 8 positive limit flag
X:$3478,20,4	MACRO IC 3 Node 8 TUVW flags
X:$3478,19,1	MACRO IC 3 Node 8 user flag
Y:$3479,14,1	MACRO IC 3 Node 9 amplifier enable flag
Y:$3479,0,24	MACRO IC 3 Node 9 flag command register
X:$3479,0,24	MACRO IC 3 Node 9 flag status register
X:$3479,16,1	MACRO IC 3 Node 9 home flag
X:$3479,18,1	MACRO IC 3 Node 9 negative limit flag
X:$3479,15,1	MACRO IC 3 Node 9 node/amplifier fault flag
X:$3479,17,1	MACRO IC 3 Node 9 positive limit flag
X:$3479,20,4	MACRO IC 3 Node 9 TUVW flags
X:$3479,19,1	MACRO IC 3 Node 9 user flag
Y:$78A00,0,1	MI/O0
Y:$78A00,1,1	MI/O1
Y:$78A00,10,1	MI/O10
Y:$78A00,11,1	MI/O11
Y:$78A00,12,1	MI/O12
Y:$78A00,13,1	MI/O13
Y:$78A00,14,1	MI/O14
Y:$78A00,15,1	MI/O15
Y:$78A00,16,1	MI/O16
Y:$78A00,17,1	MI/O17
Y:$78A00,18,1	MI/O18
Y:$78A00,19,1	MI/O19
Y:$78A00,2,1	MI/O2
Y:$78A00,20,1	MI/O20
Y:$78A00,21,1	MI/O21
Y:$78A00,22,1	MI/O22
Y:$78A00,23,1	MI/O23
Y:$78A01,0,1	MI/O24
Y:$78A01,1,1	MI/O25
Y:$78A01,2,1	MI/O26
Y:$78A01,3,1	MI/O27
Y:$78A01,4,1	MI/O28
Y:$78A01,5,1	MI/O29
Y:$78A00,3,1	MI/O3
Y:$78A01,6,1	MI/O30
Y:$78A01,7,1	MI/O31
Y:$78A01,8,1	MI/O32
Y:$78A01,9,1	MI/O33
Y:$78A01,10,1	MI/O34
Y:$78A01,11,1	MI/O35
Y:$78A01,12,1	MI/O36
Y:$78A01,13,1	MI/O37
Y:$78A01,14,1	MI/O38
Y:$78A01,15,1	MI/O39
Y:$78A00,4,1	MI/O4
Y:$78A01,16,1	MI/O40
Y:$78A01,17,1	MI/O41
Y:$78A01,18,1	MI/O42
Y:$78A01,19,1	MI/O43
Y:$78A01,20,1	MI/O44
Y:$78A01,21,1	MI/O45
Y:$78A01,22,1	MI/O46
Y:$78A01,23,1	MI/O47
Y:$78A00,5,1	MI/O5
Y:$78A00,6,1	MI/O6
Y:$78A00,7,1	MI/O7
Y:$78A00,8,1	MI/O8
Y:$78A00,9,1	MI/O9
X:$25,0,24	Minimum watchdog timer count
X:$78000,18	MLIM1 flag input status
X:$78200,18	MLIM1 flag input status
X:$79200,18	MLIM1 flag input status
X:$7A200,18	MLIM1 flag input status
X:$78008,18	MLIM2 flag input status
X:$78208,18	MLIM2 flag input status
X:$79208,18	MLIM2 flag input status
X:$7A208,18	MLIM2 flag input status
X:$78010,18	MLIM3 flag input status
X:$78210,18	MLIM3 flag input status
X:$79210,18	MLIM3 flag input status
X:$7A210,18	MLIM3 flag input status
X:$78018,18	MLIM4 flag input status
X:$78218,18	MLIM4 flag input status
X:$79218,18	MLIM4 flag input status
X:$7A218,18	MLIM4 flag input status
X:$78100,18	MLIM5 flag input status
X:$78300,18	MLIM5 flag input status
X:$79300,18	MLIM5 flag input status
X:$7A300,18	MLIM5 flag input status
X:$78108,18	MLIM6 flag input status
X:$78308,18	MLIM6 flag input status
X:$79308,18	MLIM6 flag input status
X:$7A308,18	MLIM6 flag input status
X:$78110,18	MLIM7 flag input status
X:$78310,18	MLIM7 flag input status
X:$79310,18	MLIM7 flag input status
X:$7A310,18	MLIM7 flag input status
X:$78118,18	MLIM8 flag input status
X:$78318,18	MLIM8 flag input status
X:$79318,18	MLIM8 flag input status
X:$7A318,18	MLIM8 flag input status
Y:$B9,8,16,S	Motor 1 Actual direct current
D:$8B	Motor 1 Actual position (1/[Ixx08*32] cts)
X:$B9,8,16,S	Motor 1 Actual quadrature current
X:$9D,0,24,S	Motor 1 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$B0,19,1	Motor 1 Amplifier-enabled status bit
Y:$C0,3,1	Motor 1 Amplifier-fault-error bit
Y:$10F1,0,1	Motor 1 autosave restored
D:$EF	Motor 1 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$D2	Motor 1 Axis offset (cts)
Y:$C0,0,1	Motor 1 Background in-position bit
D:$88	Motor 1 Commanded position (1/[Ixx08*32] cts)
D:$90	Motor 1 Compensation correction (1/[Ixx08*32] cts)
Y:$C0,20,4	Motor 1 CS number
X:$B0,13,1	Motor 1 Desired-velocity-zero bit
Y:$BC,8,16,S	Motor 1 Direct current-loop integrator output
X:$B0,15,1	Motor 1 Dwell-in-progress bit
Y:$CE,0,24,S	Motor 1 Encoder home capture position (cts)
Y:$C0,2,1	Motor 1 Fatal-following-error bit
X:$BF,8,16,S	Motor 1 Filter Output (16-bit DAC bits)
Y:$C0,13,1	Motor 1 Foreground in-postion bit
Y:$C0,10,1	Motor 1 Home-complete bit
Y:$C0,5,1	Motor 1 I2T fault bit
Y:$C0,15,1	Motor 1 in a CS?
Y:$C0,6,1	Motor 1 Integrated following error fault bit
X:$B0,22,1	Motor 1 Negative-end-limit-set bit
X:$B0,18,1	Motor 1 Open-loop-mode bit
Y:$C0,8,1	Motor 1 Phasing error fault bit
Y:$C0,9,1	Motor 1 Phasing search-in-progress bit
X:$AE,8,16,S	Motor 1 PID internal filter result (16-bit DAC bits)
D:$CC	Motor 1 Position bias (1/[Ixx08*32] cts)
X:$B0,21,1	Motor 1 Positive-end-limit-set bit
D:$8D	Motor 1 Present master pos (1/[Ixx07*32] cts)
X:$B4,24,S	Motor 1 Present phase position (counts *Ixx70)
D:$B4	Motor 1 Present phase position (including fraction)
X:$BC,8,16,S	Motor 1 Quadrature current-loop integrator output
X:$B0,17,1	Motor 1 Running-program bit
Y:$C0,11,1	Motor 1 Stopped-on-position-limit bit
D:$C7	Motor 1 Target (end) position (1/[Ixx08*32] cts)
L:$D7	Motor 1 Variable jog position/distance (cts)
Y:$C0,1,1	Motor 1 Warning-following error bit
L:$CF	Motor 1 X/U/A/B/C-Axis scale factor (cts/unit)
L:$D0	Motor 1 Y/V-Axis scale factor (cts/unit)
L:$D1	Motor 1 Z/W-Axis scale factor (cts/unit)
Y:$539,8,16,S	Motor 10 Actual direct current
D:$50B	Motor 10 Actual position (1/[Ixx08*32] cts)
X:$539,8,16,S	Motor 10 Actual quadrature current
X:$51D,0,24,S	Motor 10 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$530,19,1	Motor 10 Amplifier-enabled status bit
Y:$540,3,1	Motor 10 Amplifier-fault-error bit
Y:$10F1,9,1	Motor 10 autosave restored
D:$56F	Motor 10 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$552	Motor 10 Axis offset (cts)
Y:$540,0,1	Motor 10 Background in-position bit
D:$508	Motor 10 Commanded position (1/[Ixx08*32] cts)
D:$510	Motor 10 Compensation correction (1/[Ixx08*32] cts)
Y:$540,20,4	Motor 10 CS number
X:$530,13,1	Motor 10 Desired-velocity-zero bit
Y:$53C,8,16,S	Motor 10 Direct current-loop integrator output
X:$530,15,1	Motor 10 Dwell-in-progress bit
Y:$54E,0,24,S	Motor 10 Encoder home capture position (cts)
Y:$540,2,1	Motor 10 Fatal-following-error bit
X:$53F,8,16,S	Motor 10 Filter Output (16-bit DAC bits)
Y:$540,10,1	Motor 10 Home-complete bit
Y:$540,5,1	Motor 10 I2T fault bit
Y:$540,15,1	Motor 10 in a CS?
Y:$540,6,1	Motor 10 Integrated following error fault bit
X:$530,22,1	Motor 10 Negative-end-limit-set bit
X:$530,18,1	Motor 10 Open-loop-mode bit
Y:$540,8,1	Motor 10 Phasing error fault bit
Y:$540,9,1	Motor 10 Phasing search-in-progress bit
X:$52E,8,16,S	Motor 10 PID internal filter result (16-bit DAC bits)
D:$54C	Motor 10 Position bias (1/[Ixx08*32] cts)
X:$530,21,1	Motor 10 Positive-end-limit-set bit
D:$50D	Motor 10 Present master pos (1/[Ixx07*32] cts)
X:$534,24,S	Motor 10 Present phase position (counts *Ixx70)
D:$534	Motor 10 Present phase position (including fraction)
X:$53C,8,16,S	Motor 10 Quadrature current-loop integrator output
X:$530,17,1	Motor 10 Running-program bit
Y:$540,11,1	Motor 10 Stopped-on-position-limit bit
D:$547	Motor 10 Target (end) position (1/[Ixx08*32] cts)
L:$557	Motor 10 Variable jog position/distance (cts)
Y:$540,1,1	Motor 10 Warning-following error bit
L:$54F	Motor 10 X/U/A/B/C-Axis scale factor (cts/unit)
L:$550	Motor 10 Y/V-Axis scale factor (cts/unit)
L:$551	Motor 10 Z/W-Axis scale factor (cts/unit)
Y:$5B9,8,16,S	Motor 11 Actual direct current
D:$58B	Motor 11 Actual position (1/[Ixx08*32] cts)
X:$5B9,8,16,S	Motor 11 Actual quadrature current
X:$59D,0,24,S	Motor 11 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$5B0,19,1	Motor 11 Amplifier-enabled status bit
Y:$5C0,3,1	Motor 11 Amplifier-fault-error bit
Y:$10F1,10,1	Motor 11 autosave restored
D:$5EF	Motor 11 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$5D2	Motor 11 Axis offset (cts)
Y:$5C0,0,1	Motor 11 Background in-position bit
D:$588	Motor 11 Commanded position (1/[Ixx08*32] cts)
D:$590	Motor 11 Compensation correction (1/[Ixx08*32] cts)
Y:$5C0,20,4	Motor 11 CS number
X:$5B0,13,1	Motor 11 Desired-velocity-zero bit
Y:$5BC,8,16,S	Motor 11 Direct current-loop integrator output
X:$5B0,15,1	Motor 11 Dwell-in-progress bit
Y:$5CE,0,24,S	Motor 11 Encoder home capture position (cts)
Y:$5C0,2,1	Motor 11 Fatal-following-error bit
X:$5BF,8,16,S	Motor 11 Filter Output (16-bit DAC bits)
Y:$5C0,13,1	Motor 11 Foreground in-postion bit
Y:$5C0,10,1	Motor 11 Home-complete bit
Y:$5C0,5,1	Motor 11 I2T fault bit
Y:$5C0,15,1	Motor 11 in a CS?
Y:$5C0,6,1	Motor 11 Integrated following error fault bit
X:$5B0,22,1	Motor 11 Negative-end-limit-set bit
X:$5B0,18,1	Motor 11 Open-loop-mode bit
Y:$5C0,8,1	Motor 11 Phasing error fault bit
Y:$5C0,9,1	Motor 11 Phasing search-in-progress bit
X:$5AE,8,16,S	Motor 11 PID internal filter result (16-bit DAC bits)
D:$5CC	Motor 11 Position bias (1/[Ixx08*32] cts)
X:$5B0,21,1	Motor 11 Positive-end-limit-set bit
D:$58D	Motor 11 Present master pos (1/[Ixx07*32] cts)
X:$5B4,24,S	Motor 11 Present phase position (counts *Ixx70)
D:$5B4	Motor 11 Present phase position (including fraction)
X:$5BC,8,16,S	Motor 11 Quadrature current-loop integrator output
X:$5B0,17,1	Motor 11 Running-program bit
Y:$5C0,11,1	Motor 11 Stopped-on-position-limit bit
D:$5C7	Motor 11 Target (end) position (1/[Ixx08*32] cts)
L:$5D7	Motor 11 Variable jog position/distance (cts)
Y:$5C0,1,1	Motor 11 Warning-following error bit
L:$5CF	Motor 11 X/U/A/B/C-Axis scale factor (cts/unit)
L:$5D0	Motor 11 Y/V-Axis scale factor (cts/unit)
L:$5D1	Motor 11 Z/W-Axis scale factor (cts/unit)
Y:$639,8,16,S	Motor 12 Actual direct current
D:$60B	Motor 12 Actual position (1/[Ixx08*32] cts)
